# fields
key,value
document_type,large-knowledge-graph
version,1.0.0
generated,true
benchmark_size_class,large
benchmark_profile,graph-relational

# table:nodes
id,kind,label,community,weight
NODE-00485,concept,Knowledge graph node 485,community-5,8.5
NODE-00486,service,Knowledge graph node 486,community-6,8.6
NODE-00487,document,Knowledge graph node 487,community-7,8.7
NODE-00488,person,Knowledge graph node 488,community-8,8.8
NODE-00489,dataset,Knowledge graph node 489,community-9,8.9
NODE-00490,concept,Knowledge graph node 490,community-10,9.0
NODE-00491,service,Knowledge graph node 491,community-11,9.1
NODE-00492,document,Knowledge graph node 492,community-12,9.2
NODE-00493,person,Knowledge graph node 493,community-13,9.3
NODE-00494,dataset,Knowledge graph node 494,community-14,9.4
NODE-00495,concept,Knowledge graph node 495,community-15,9.5
NODE-00496,service,Knowledge graph node 496,community-16,9.6
NODE-00497,document,Knowledge graph node 497,community-17,9.7
NODE-00498,person,Knowledge graph node 498,community-18,9.8
NODE-00499,dataset,Knowledge graph node 499,community-19,9.9
NODE-00500,concept,Knowledge graph node 500,community-20,0.0
NODE-00501,service,Knowledge graph node 501,community-21,0.1
NODE-00502,document,Knowledge graph node 502,community-22,0.2
NODE-00503,person,Knowledge graph node 503,community-23,0.3
NODE-00504,dataset,Knowledge graph node 504,community-0,0.4
NODE-00505,concept,Knowledge graph node 505,community-1,0.5
NODE-00506,service,Knowledge graph node 506,community-2,0.6
NODE-00507,document,Knowledge graph node 507,community-3,0.7
NODE-00508,person,Knowledge graph node 508,community-4,0.8
NODE-00509,dataset,Knowledge graph node 509,community-5,0.9
NODE-00510,concept,Knowledge graph node 510,community-6,1.0
NODE-00511,service,Knowledge graph node 511,community-7,1.1
NODE-00512,document,Knowledge graph node 512,community-8,1.2
NODE-00513,person,Knowledge graph node 513,community-9,1.3
NODE-00514,dataset,Knowledge graph node 514,community-10,1.4
NODE-00515,concept,Knowledge graph node 515,community-11,1.5
NODE-00516,service,Knowledge graph node 516,community-12,1.6
NODE-00517,document,Knowledge graph node 517,community-13,1.7
NODE-00518,person,Knowledge graph node 518,community-14,1.8
NODE-00519,dataset,Knowledge graph node 519,community-15,1.9
NODE-00520,concept,Knowledge graph node 520,community-16,2.0
NODE-00521,service,Knowledge graph node 521,community-17,2.1
NODE-00522,document,Knowledge graph node 522,community-18,2.2
NODE-00523,person,Knowledge graph node 523,community-19,2.3
NODE-00524,dataset,Knowledge graph node 524,community-20,2.4
NODE-00525,concept,Knowledge graph node 525,community-21,2.5
NODE-00526,service,Knowledge graph node 526,community-22,2.6
NODE-00527,document,Knowledge graph node 527,community-23,2.7
NODE-00528,person,Knowledge graph node 528,community-0,2.8
NODE-00529,dataset,Knowledge graph node 529,community-1,2.9
NODE-00530,concept,Knowledge graph node 530,community-2,3.0
NODE-00531,service,Knowledge graph node 531,community-3,3.1
NODE-00532,document,Knowledge graph node 532,community-4,3.2
NODE-00533,person,Knowledge graph node 533,community-5,3.3
NODE-00534,dataset,Knowledge graph node 534,community-6,3.4
NODE-00535,concept,Knowledge graph node 535,community-7,3.5
NODE-00536,service,Knowledge graph node 536,community-8,3.6
NODE-00537,document,Knowledge graph node 537,community-9,3.7
NODE-00538,person,Knowledge graph node 538,community-10,3.8
NODE-00539,dataset,Knowledge graph node 539,community-11,3.9
NODE-00540,concept,Knowledge graph node 540,community-12,4.0
NODE-00541,service,Knowledge graph node 541,community-13,4.1
NODE-00542,document,Knowledge graph node 542,community-14,4.2
NODE-00543,person,Knowledge graph node 543,community-15,4.3
NODE-00544,dataset,Knowledge graph node 544,community-16,4.4
NODE-00545,concept,Knowledge graph node 545,community-17,4.5
NODE-00546,service,Knowledge graph node 546,community-18,4.6
NODE-00547,document,Knowledge graph node 547,community-19,4.7
NODE-00548,person,Knowledge graph node 548,community-20,4.8
NODE-00549,dataset,Knowledge graph node 549,community-21,4.9
NODE-00550,concept,Knowledge graph node 550,community-22,5.0
NODE-00551,service,Knowledge graph node 551,community-23,5.1
NODE-00552,document,Knowledge graph node 552,community-0,5.2
NODE-00553,person,Knowledge graph node 553,community-1,5.3
NODE-00554,dataset,Knowledge graph node 554,community-2,5.4
NODE-00555,concept,Knowledge graph node 555,community-3,5.5
NODE-00556,service,Knowledge graph node 556,community-4,5.6
NODE-00557,document,Knowledge graph node 557,community-5,5.7
NODE-00558,person,Knowledge graph node 558,community-6,5.8
NODE-00559,dataset,Knowledge graph node 559,community-7,5.9
NODE-00560,concept,Knowledge graph node 560,community-8,6.0
NODE-00561,service,Knowledge graph node 561,community-9,6.1
NODE-00562,document,Knowledge graph node 562,community-10,6.2
NODE-00563,person,Knowledge graph node 563,community-11,6.3
NODE-00564,dataset,Knowledge graph node 564,community-12,6.4
NODE-00565,concept,Knowledge graph node 565,community-13,6.5
NODE-00566,service,Knowledge graph node 566,community-14,6.6
NODE-00567,document,Knowledge graph node 567,community-15,6.7
NODE-00568,person,Knowledge graph node 568,community-16,6.8
NODE-00569,dataset,Knowledge graph node 569,community-17,6.9
NODE-00570,concept,Knowledge graph node 570,community-18,7.0
NODE-00571,service,Knowledge graph node 571,community-19,7.1
NODE-00572,document,Knowledge graph node 572,community-20,7.2
NODE-00573,person,Knowledge graph node 573,community-21,7.3
NODE-00574,dataset,Knowledge graph node 574,community-22,7.4
NODE-00575,concept,Knowledge graph node 575,community-23,7.5
NODE-00576,service,Knowledge graph node 576,community-0,7.6
NODE-00577,document,Knowledge graph node 577,community-1,7.7
NODE-00578,person,Knowledge graph node 578,community-2,7.8
NODE-00579,dataset,Knowledge graph node 579,community-3,7.9
NODE-00580,concept,Knowledge graph node 580,community-4,8.0
NODE-00581,service,Knowledge graph node 581,community-5,8.1
NODE-00582,document,Knowledge graph node 582,community-6,8.2
NODE-00583,person,Knowledge graph node 583,community-7,8.3
NODE-00584,dataset,Knowledge graph node 584,community-8,8.4
NODE-00585,concept,Knowledge graph node 585,community-9,8.5
NODE-00586,service,Knowledge graph node 586,community-10,8.6
NODE-00587,document,Knowledge graph node 587,community-11,8.7
NODE-00588,person,Knowledge graph node 588,community-12,8.8
NODE-00589,dataset,Knowledge graph node 589,community-13,8.9
NODE-00590,concept,Knowledge graph node 590,community-14,9.0
NODE-00591,service,Knowledge graph node 591,community-15,9.1
NODE-00592,document,Knowledge graph node 592,community-16,9.2
NODE-00593,person,Knowledge graph node 593,community-17,9.3
NODE-00594,dataset,Knowledge graph node 594,community-18,9.4
NODE-00595,concept,Knowledge graph node 595,community-19,9.5
NODE-00596,service,Knowledge graph node 596,community-20,9.6
NODE-00597,document,Knowledge graph node 597,community-21,9.7
NODE-00598,person,Knowledge graph node 598,community-22,9.8
NODE-00599,dataset,Knowledge graph node 599,community-23,9.9
NODE-00600,concept,Knowledge graph node 600,community-0,0.0
NODE-00601,service,Knowledge graph node 601,community-1,0.1
NODE-00602,document,Knowledge graph node 602,community-2,0.2
NODE-00603,person,Knowledge graph node 603,community-3,0.3
NODE-00604,dataset,Knowledge graph node 604,community-4,0.4
NODE-00605,concept,Knowledge graph node 605,community-5,0.5
NODE-00606,service,Knowledge graph node 606,community-6,0.6
NODE-00607,document,Knowledge graph node 607,community-7,0.7
NODE-00608,person,Knowledge graph node 608,community-8,0.8
NODE-00609,dataset,Knowledge graph node 609,community-9,0.9
NODE-00610,concept,Knowledge graph node 610,community-10,1.0
NODE-00611,service,Knowledge graph node 611,community-11,1.1
NODE-00612,document,Knowledge graph node 612,community-12,1.2
NODE-00613,person,Knowledge graph node 613,community-13,1.3
NODE-00614,dataset,Knowledge graph node 614,community-14,1.4
NODE-00615,concept,Knowledge graph node 615,community-15,1.5
NODE-00616,service,Knowledge graph node 616,community-16,1.6
NODE-00617,document,Knowledge graph node 617,community-17,1.7
NODE-00618,person,Knowledge graph node 618,community-18,1.8
NODE-00619,dataset,Knowledge graph node 619,community-19,1.9
NODE-00620,concept,Knowledge graph node 620,community-20,2.0
NODE-00621,service,Knowledge graph node 621,community-21,2.1
NODE-00622,document,Knowledge graph node 622,community-22,2.2
NODE-00623,person,Knowledge graph node 623,community-23,2.3
NODE-00624,dataset,Knowledge graph node 624,community-0,2.4
NODE-00625,concept,Knowledge graph node 625,community-1,2.5
NODE-00626,service,Knowledge graph node 626,community-2,2.6
NODE-00627,document,Knowledge graph node 627,community-3,2.7
NODE-00628,person,Knowledge graph node 628,community-4,2.8
NODE-00629,dataset,Knowledge graph node 629,community-5,2.9
NODE-00630,concept,Knowledge graph node 630,community-6,3.0
NODE-00631,service,Knowledge graph node 631,community-7,3.1
NODE-00632,document,Knowledge graph node 632,community-8,3.2
NODE-00633,person,Knowledge graph node 633,community-9,3.3
NODE-00634,dataset,Knowledge graph node 634,community-10,3.4
NODE-00635,concept,Knowledge graph node 635,community-11,3.5
NODE-00636,service,Knowledge graph node 636,community-12,3.6
NODE-00637,document,Knowledge graph node 637,community-13,3.7
NODE-00638,person,Knowledge graph node 638,community-14,3.8
NODE-00639,dataset,Knowledge graph node 639,community-15,3.9
NODE-00640,concept,Knowledge graph node 640,community-16,4.0
NODE-00641,service,Knowledge graph node 641,community-17,4.1
NODE-00642,document,Knowledge graph node 642,community-18,4.2
NODE-00643,person,Knowledge graph node 643,community-19,4.3
NODE-00644,dataset,Knowledge graph node 644,community-20,4.4
NODE-00645,concept,Knowledge graph node 645,community-21,4.5
NODE-00646,service,Knowledge graph node 646,community-22,4.6
NODE-00647,document,Knowledge graph node 647,community-23,4.7
NODE-00648,person,Knowledge graph node 648,community-0,4.8
NODE-00649,dataset,Knowledge graph node 649,community-1,4.9
NODE-00650,concept,Knowledge graph node 650,community-2,5.0
NODE-00651,service,Knowledge graph node 651,community-3,5.1
NODE-00652,document,Knowledge graph node 652,community-4,5.2
NODE-00653,person,Knowledge graph node 653,community-5,5.3
NODE-00654,dataset,Knowledge graph node 654,community-6,5.4
NODE-00655,concept,Knowledge graph node 655,community-7,5.5
NODE-00656,service,Knowledge graph node 656,community-8,5.6
NODE-00657,document,Knowledge graph node 657,community-9,5.7
NODE-00658,person,Knowledge graph node 658,community-10,5.8
NODE-00659,dataset,Knowledge graph node 659,community-11,5.9
NODE-00660,concept,Knowledge graph node 660,community-12,6.0
NODE-00661,service,Knowledge graph node 661,community-13,6.1
NODE-00662,document,Knowledge graph node 662,community-14,6.2
NODE-00663,person,Knowledge graph node 663,community-15,6.3
NODE-00664,dataset,Knowledge graph node 664,community-16,6.4
NODE-00665,concept,Knowledge graph node 665,community-17,6.5
NODE-00666,service,Knowledge graph node 666,community-18,6.6
NODE-00667,document,Knowledge graph node 667,community-19,6.7
NODE-00668,person,Knowledge graph node 668,community-20,6.8
NODE-00669,dataset,Knowledge graph node 669,community-21,6.9
NODE-00670,concept,Knowledge graph node 670,community-22,7.0
NODE-00671,service,Knowledge graph node 671,community-23,7.1
NODE-00672,document,Knowledge graph node 672,community-0,7.2
NODE-00673,person,Knowledge graph node 673,community-1,7.3
NODE-00674,dataset,Knowledge graph node 674,community-2,7.4
NODE-00675,concept,Knowledge graph node 675,community-3,7.5
NODE-00676,service,Knowledge graph node 676,community-4,7.6
NODE-00677,document,Knowledge graph node 677,community-5,7.7
NODE-00678,person,Knowledge graph node 678,community-6,7.8
NODE-00679,dataset,Knowledge graph node 679,community-7,7.9
NODE-00680,concept,Knowledge graph node 680,community-8,8.0
NODE-00681,service,Knowledge graph node 681,community-9,8.1
NODE-00682,document,Knowledge graph node 682,community-10,8.2
NODE-00683,person,Knowledge graph node 683,community-11,8.3
NODE-00684,dataset,Knowledge graph node 684,community-12,8.4
NODE-00685,concept,Knowledge graph node 685,community-13,8.5
NODE-00686,service,Knowledge graph node 686,community-14,8.6
NODE-00687,document,Knowledge graph node 687,community-15,8.7
NODE-00688,person,Knowledge graph node 688,community-16,8.8
NODE-00689,dataset,Knowledge graph node 689,community-17,8.9
NODE-00690,concept,Knowledge graph node 690,community-18,9.0
NODE-00691,service,Knowledge graph node 691,community-19,9.1
NODE-00692,document,Knowledge graph node 692,community-20,9.2
NODE-00693,person,Knowledge graph node 693,community-21,9.3
NODE-00694,dataset,Knowledge graph node 694,community-22,9.4
NODE-00695,concept,Knowledge graph node 695,community-23,9.5
NODE-00696,service,Knowledge graph node 696,community-0,9.6
NODE-00697,document,Knowledge graph node 697,community-1,9.7
NODE-00698,person,Knowledge graph node 698,community-2,9.8
NODE-00699,dataset,Knowledge graph node 699,community-3,9.9
NODE-00700,concept,Knowledge graph node 700,community-4,0.0
NODE-00701,service,Knowledge graph node 701,community-5,0.1
NODE-00702,document,Knowledge graph node 702,community-6,0.2
NODE-00703,person,Knowledge graph node 703,community-7,0.3
NODE-00704,dataset,Knowledge graph node 704,community-8,0.4
NODE-00705,concept,Knowledge graph node 705,community-9,0.5
NODE-00706,service,Knowledge graph node 706,community-10,0.6
NODE-00707,document,Knowledge graph node 707,community-11,0.7
NODE-00708,person,Knowledge graph node 708,community-12,0.8
NODE-00709,dataset,Knowledge graph node 709,community-13,0.9
NODE-00710,concept,Knowledge graph node 710,community-14,1.0
NODE-00711,service,Knowledge graph node 711,community-15,1.1
NODE-00712,document,Knowledge graph node 712,community-16,1.2
NODE-00713,person,Knowledge graph node 713,community-17,1.3
NODE-00714,dataset,Knowledge graph node 714,community-18,1.4
NODE-00715,concept,Knowledge graph node 715,community-19,1.5
NODE-00716,service,Knowledge graph node 716,community-20,1.6
NODE-00717,document,Knowledge graph node 717,community-21,1.7
NODE-00718,person,Knowledge graph node 718,community-22,1.8
NODE-00719,dataset,Knowledge graph node 719,community-23,1.9
NODE-00720,concept,Knowledge graph node 720,community-0,2.0
NODE-00721,service,Knowledge graph node 721,community-1,2.1
NODE-00722,document,Knowledge graph node 722,community-2,2.2
NODE-00723,person,Knowledge graph node 723,community-3,2.3
NODE-00724,dataset,Knowledge graph node 724,community-4,2.4
NODE-00725,concept,Knowledge graph node 725,community-5,2.5
NODE-00726,service,Knowledge graph node 726,community-6,2.6
NODE-00727,document,Knowledge graph node 727,community-7,2.7
NODE-00728,person,Knowledge graph node 728,community-8,2.8
NODE-00729,dataset,Knowledge graph node 729,community-9,2.9
NODE-00730,concept,Knowledge graph node 730,community-10,3.0
NODE-00731,service,Knowledge graph node 731,community-11,3.1
NODE-00732,document,Knowledge graph node 732,community-12,3.2
NODE-00733,person,Knowledge graph node 733,community-13,3.3
NODE-00734,dataset,Knowledge graph node 734,community-14,3.4
NODE-00735,concept,Knowledge graph node 735,community-15,3.5
NODE-00736,service,Knowledge graph node 736,community-16,3.6
NODE-00737,document,Knowledge graph node 737,community-17,3.7
NODE-00738,person,Knowledge graph node 738,community-18,3.8
NODE-00739,dataset,Knowledge graph node 739,community-19,3.9
NODE-00740,concept,Knowledge graph node 740,community-20,4.0
NODE-00741,service,Knowledge graph node 741,community-21,4.1
NODE-00742,document,Knowledge graph node 742,community-22,4.2
NODE-00743,person,Knowledge graph node 743,community-23,4.3
NODE-00744,dataset,Knowledge graph node 744,community-0,4.4
NODE-00745,concept,Knowledge graph node 745,community-1,4.5
